image_id,label
Апельсин/4333204/02490d40ba1b4840aba17bce77e53865.jpg,0
Апельсин/4333204/0d7d3757a28a477b92a93a87e82d3e87.jpg,0
Апельсин/4333204/0e2ee8cca16b456ab8428fd9545d1bcd.jpg,0
Апельсин/4333204/1e07f88798d04b62a807c9637ecbafe5.jpg,0
Апельсин/4333204/24b43513b1bc454eb82215009c8d96a9.jpg,0
Апельсин/4333204/253cc68307384aa2a9fcc3c94059410e.jpg,0
Апельсин/4333204/3a1f1f23159e4340a23680127e7924cd.jpg,0
Апельсин/4333204/3af0264c914142faab9b57dfd0724fc9.jpg,0
Апельсин/4333204/4397e3efff3f460d8dc93428328016bc.jpg,0
Апельсин/4333204/469c4ed91609438da474fa72d5a2bed9.jpg,0
Апельсин/4333204/4e398c28405d4e95b13b7e045b55e6ee.jpg,0
Апельсин/4333204/7370e407df4942a39f7957d325cd8bc6.jpg,0
Апельсин/4333204/786e9b62fcc74ac387090c46e606eb1d.jpg,0
Апельсин/4333204/7c60e10328864f6a9b3aa8e504c37a8a.jpg,0
Апельсин/4333204/7fd8b1f664834f8bb8ef46a0ed358851.jpg,0
Апельсин/4333204/8d8d6f0a45b34ea9be08c211878b8b13.jpg,0
Апельсин/4333204/93e9b2a4bcc5463f829d65f2ee3b0dca.jpg,0
Апельсин/4333204/94d1e0a572fe40eab10f6e26ce378b56.jpg,0
Апельсин/4333204/a4a36d14191f4548834b316e4a90924e.jpg,0
Апельсин/4333204/a9b65d53aa9349cf997ec96bc9f7080e.jpg,0
Апельсин/4333204/aa20de1c83034bf7952122343e410eb5.jpg,0
Апельсин/4333204/b241abe15f8743c8a6e7d5363cbe20f2.jpg,0
Апельсин/4333204/b35cbd8ef2884d62a06faebb4bb049eb.jpg,0
Апельсин/4333204/b5e23e61489a4053a2208d759b23ffc5.jpg,0
Апельсин/4333204/ba87cee25a774ac78866e837b7f5b320.jpg,0
Апельсин/4333204/bb422721cf7740c0b7ccfb659db57e04.jpg,0
Апельсин/4333204/bd273ccd68434eff844c97fc2bf7e7f2.jpg,0
Апельсин/4333204/bdbb59d97535441b8852aeef2ee9f198.jpg,0
Апельсин/4333204/beae6e351e0c4a009dab7c5b18e53eba.jpg,0
Апельсин/4333204/c521f1efbda14752bcf8815abb40e7d2.jpg,0
Апельсин/4333204/c91d12dd0ae34dff98d5e1833afc2d45.jpg,0
Апельсин/4333204/c929e6dbd55e4dd1bbc82361a396b03e.jpg,0
Апельсин/4333204/d0cd2568aa544bbcb61c5231fb8d4398.jpg,0
Апельсин/4333204/d4cf0a05346148cebdd5e53598345338.jpg,0
Апельсин/4333204/d9bb5e13d24241e2b264515d7bbcc260.jpg,0
Апельсин/4333204/ecc864f895414e45bb4df0ddab7afcb6.jpg,0
Апельсин/4333204/f21ee5872f0d4602b0c7c3f09ffd43f1.jpg,0
Апельсин/4333204/f54b0a6245414cdab1461762175dfbec.jpg,0
Апельсин/4333204/fe6968364a1c483488b2e16c88d0456d.jpg,0
Апельсин/60526/00afcad335d94aa4908f09bdbf1d9b64.jpg,0
Апельсин/60526/00e1c869d2d94dbc9fafede5fd85aa54.jpg,0
Апельсин/60526/00f2396442b146ffab88132196c8b1e4.jpg,0
Апельсин/60526/012f97de7bf149deaa60aac1bbd25bb7.jpg,0
Апельсин/60526/019bd13ff527426ba24831688966101f.jpg,0
