filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Яблоки красные\807\0d452241c5ce4a59afcb17b8ec3084d4.jpg,14,Яблоки красные,12,Томаты,0.9913,False
train/train\Бананы\809\8ee81c817e8a414db9e4cb91bfa11c14.jpg,1,Бананы,4,Капуста,0.9901,False
train/train\Яблоки красные\48637\ce3e123737c64f7e9d510fc299cbcdaa.jpg,14,Яблоки красные,12,Томаты,0.9884,False
train/train\Морковь\2138999\cb74960d3c8c40a9bb82f5092bb79b73.jpg,10,Морковь,5,Картофель,0.9881,False
train/train\Морковь\2138999\63c05cbef99b4964b6575f739594a2bf.jpg,10,Морковь,5,Картофель,0.9875,False
train/train\Морковь\2138999\405c1f6d26f84c659dce722e5a08b791.jpg,10,Морковь,11,Огурцы,0.986,False
train/train\Яблоки красные\807\8aac3aeba3bd4f29a488573b2c95175b.jpg,14,Яблоки красные,13,Яблоки зелёные,0.9838,False
train/train\Яблоки красные\807\4a868192d85a47ee9091f9a595886777.jpg,14,Яблоки красные,12,Томаты,0.9819,False
train/train\Лук\197\20b85e534292487a9faf28f9baa4d5fe.jpg,8,Лук,2,Груши,0.9804,False
train/train\Лук\197\0a3bb5bb91504e3f8eddbdcce957b57b.jpg,8,Лук,2,Груши,0.9749,False
train/train\Томаты\4221768\8aaa37b85db54d1cb8fac977c57085b5.jpg,12,Томаты,9,Мандарины,0.9703,False
train/train\Лук\197\6d6aa89eda544005a8a418d64146984f.jpg,8,Лук,5,Картофель,0.9694,False
train/train\Яблоки красные\807\5eaa31487b8a4e18bc93db70be2060af.jpg,14,Яблоки красные,5,Картофель,0.9677,False
train/train\Яблоки красные\4271772\1fb2302a8ed84753b58490a55f67cf4e.jpg,14,Яблоки красные,12,Томаты,0.9672,False
train/train\Лук\18387\3bcc1af27f4b49aca9ffda9c6ee38b51.jpg,8,Лук,14,Яблоки красные,0.963,False
train/train\Лук\197\142b74d627e94ef4a292dd6dbcac3d88.jpg,8,Лук,5,Картофель,0.9613,False
train/train\Апельсин\60526\ca1b93af05a2437ba49d37ce4726e949.jpg,0,Апельсин,9,Мандарины,0.9531,False
train/train\Кабачки\3965\27a23bba6942474fbdd286869fe6dce3.jpg,3,Кабачки,4,Капуста,0.9517,False
