filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Морковь\2138999\cb74960d3c8c40a9bb82f5092bb79b73.jpg,10,Морковь,5,Картофель,0.9932,False
train/train\Морковь\2138999\63c05cbef99b4964b6575f739594a2bf.jpg,10,Морковь,5,Картофель,0.9895,False
train/train\Морковь\2138999\405c1f6d26f84c659dce722e5a08b791.jpg,10,Морковь,11,Огурцы,0.987,False
train/train\Яблоки красные\807\663dfd5b192e4e7bbed38c5be809fbe0.jpg,14,Яблоки красные,12,Томаты,0.9655,False
train/train\Лук\197\6d6aa89eda544005a8a418d64146984f.jpg,8,Лук,5,Картофель,0.9654,False
train/train\Яблоки красные\48637\ce3e123737c64f7e9d510fc299cbcdaa.jpg,14,Яблоки красные,12,Томаты,0.9626,False
train/train\Картофель\3953590\6eeb8859134d49d293e4a85f1b1dd150.jpg,5,Картофель,10,Морковь,0.96,False
train/train\Яблоки зелёные\5793\0683341ac4cd49e58a6103d2c7bd66d8.jpg,13,Яблоки зелёные,3,Кабачки,0.9527,False
train/train\Яблоки красные\807\4a868192d85a47ee9091f9a595886777.jpg,14,Яблоки красные,12,Томаты,0.9471,False
train/train\Лимон\3294954\139b00f876584874bfb3d95ffe63a903.jpg,7,Лимон,0,Апельсин,0.9407,False
train/train\Бананы\809\8ee81c817e8a414db9e4cb91bfa11c14.jpg,1,Бананы,4,Капуста,0.9341,False
train/train\Мандарины\47642\a99335c781f448d9adc9f8294f3f7a26.jpg,9,Мандарины,0,Апельсин,0.9255,False
train/train\Картофель\3953590\d1654b421c6f4499a3bd78a5c967c1b7.jpg,5,Картофель,6,Киви,0.9205,False
train/train\Мандарины\47642\583c8768de7e4293ad4f9cf1472d086b.jpg,9,Мандарины,0,Апельсин,0.9169,False
train/train\Лук\197\20b85e534292487a9faf28f9baa4d5fe.jpg,8,Лук,2,Груши,0.9102,False
train/train\Яблоки красные\4271772\6e35ff501bb240b69562a8f8cbbe7da7.jpg,14,Яблоки красные,8,Лук,0.9079,False
train/train\Яблоки красные\807\5eaa31487b8a4e18bc93db70be2060af.jpg,14,Яблоки красные,5,Картофель,0.9076,False
train/train\Киви\78647\14ba5419da12444c8dda5d14858e75b6.jpg,6,Киви,5,Картофель,0.8988,False
train/train\Морковь\2138999\789f73280e0048a5a3a50c12c413ae40.jpg,10,Морковь,11,Огурцы,0.898,False
train/train\Яблоки красные\4271772\35ea0667a3f34a72a4e2f99ff7442493.jpg,14,Яблоки красные,10,Морковь,0.8959,False
train/train\Апельсин\60526\887be85dd7024b2fa2ed2f9adb3e7052.jpg,0,Апельсин,14,Яблоки красные,0.8957,False
train/train\Мандарины\34592\a8714fedb9984fb8af128dd433a3b9a5.jpg,9,Мандарины,0,Апельсин,0.894,False
train/train\Апельсин\60526\877920e776b04cbda138939000ce3136.jpg,0,Апельсин,9,Мандарины,0.8826,False
train/train\Лук\197\142b74d627e94ef4a292dd6dbcac3d88.jpg,8,Лук,5,Картофель,0.8719,False
train/train\Яблоки красные\807\0d452241c5ce4a59afcb17b8ec3084d4.jpg,14,Яблоки красные,12,Томаты,0.8716,False
train/train\Мандарины\47642\e954094ed2a44a1da64511b08878746d.jpg,9,Мандарины,0,Апельсин,0.865,False
train/train\Картофель\127\261b36e0f4744c5f8e3f014a6a283ab9.jpg,5,Картофель,6,Киви,0.8519,False
train/train\Яблоки красные\807\8aac3aeba3bd4f29a488573b2c95175b.jpg,14,Яблоки красные,13,Яблоки зелёные,0.8501,False
train/train\Яблоки зелёные\5793\38e4dd2734f94fad8f5082cef38cb29d.jpg,13,Яблоки зелёные,3,Кабачки,0.8411,False
train/train\Яблоки зелёные\48188\45b00abd472d4d0aaea6860d0d919801.jpg,13,Яблоки зелёные,1,Бананы,0.8385,False
train/train\Капуста\48687\a5466327b13c4c69a3c615d620ab4e03.jpg,4,Капуста,2,Груши,0.8382,False
train/train\Мандарины\47642\38c559df0e4d4c07a21636d945d10437.jpg,9,Мандарины,0,Апельсин,0.8241,False
train/train\Капуста\48687\e2db8800d9cc45b186830b9985742873.jpg,4,Капуста,11,Огурцы,0.7934,False
train/train\Киви\78647\acc9d5cdd8744452a0f7379a212d19c2.jpg,6,Киви,5,Картофель,0.7849,False
train/train\Лук\18387\3bcc1af27f4b49aca9ffda9c6ee38b51.jpg,8,Лук,14,Яблоки красные,0.7722,False
train/train\Яблоки зелёные\48188\75a4e0c09f594af3b820e65bbc683a7d.jpg,13,Яблоки зелёные,14,Яблоки красные,0.7573,False
train/train\Киви\78647\39ef067fecd64f878a612a57d641969d.jpg,6,Киви,5,Картофель,0.7332,False
train/train\Бананы\809\ddea79285f2243a390a697e7da518054.jpg,1,Бананы,3,Кабачки,0.721,False
train/train\Лук\197\4926b7a42966445fb6576ed1972eebc1.jpg,8,Лук,5,Картофель,0.7175,False
train/train\Яблоки красные\807\0cda80ca54d04c4f8eb4abb8598bd8d5.jpg,14,Яблоки красные,9,Мандарины,0.7149,False
train/train\Мандарины\47642\5a5d8ee5e0484e77a1861097203da516.jpg,9,Мандарины,0,Апельсин,0.6971,False
train/train\Томаты\4221768\8aaa37b85db54d1cb8fac977c57085b5.jpg,12,Томаты,9,Мандарины,0.6694,False
train/train\Киви\78647\2b200306f98a481c85caaf4927771fb9.jpg,6,Киви,5,Картофель,0.6611,False
train/train\Лук\197\8cb51bd148034888b7491cc1ae3cf07a.jpg,8,Лук,5,Картофель,0.6596,False
train/train\Мандарины\47642\d92788f8e3ed477fa2015330b6d6cb79.jpg,9,Мандарины,0,Апельсин,0.6551,False
train/train\Мандарины\47642\bba2e6cf46374f97907d7e77d7398ccd.jpg,9,Мандарины,14,Яблоки красные,0.6488,False
train/train\Лук\197\0a3bb5bb91504e3f8eddbdcce957b57b.jpg,8,Лук,2,Груши,0.6274,False
train/train\Яблоки красные\807\13253e8b569d4034a166b8e880f5c052.jpg,14,Яблоки красные,13,Яблоки зелёные,0.6061,False
train/train\Капуста\198\e07bc9bd7c7f4105b61a1c798f1ee76e.jpg,4,Капуста,2,Груши,0.5789,False
train/train\Лук\18387\b93ca412f4244866bfffc5ade0cdd257.jpg,8,Лук,10,Морковь,0.574,False
train/train\Яблоки красные\807\ebd8bda757d147bc929da0b8cbbf865e.jpg,14,Яблоки красные,12,Томаты,0.559,False
train/train\Яблоки красные\807\7c1aa27d4f6843fbb6edeb8694f9a01f.jpg,14,Яблоки красные,12,Томаты,0.5544,False
train/train\Картофель\3953590\11ef139e38ce4e328c07d419dd8903eb.jpg,5,Картофель,11,Огурцы,0.5411,False
train/train\Лук\18387\4c649e7806fd4156b09e49c78990420b.jpg,8,Лук,11,Огурцы,0.5111,False
train/train\Яблоки зелёные\48188\3924066a255a43fa9779b3603b96646a.jpg,13,Яблоки зелёные,7,Лимон,0.5093,False
train/train\Картофель\3953590\a6176ed8b19844e0a51f597753b3b48a.jpg,5,Картофель,10,Морковь,0.4985,False
train/train\Апельсин\60526\4074cb112a58416eb43502f013e7c4cb.jpg,0,Апельсин,9,Мандарины,0.496,False
train/train\Груши\50911\3bba6055ee3445cd86330325b207a49b.jpg,2,Груши,13,Яблоки зелёные,0.4769,False
train/train\Апельсин\60526\22c3feab95c84b84b9b9bcb279b5f358.jpg,0,Апельсин,9,Мандарины,0.3452,False
