filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Яблоки зелёные\5793\ba0945059a6540aab800897014e09df5.jpg,13,Яблоки зелёные,3,Кабачки,0.9775,False
train/train\Бананы\809\f065649202984992885a8193caa60e17.jpg,1,Бананы,2,Груши,0.975,False
train/train\Яблоки зелёные\5793\96c259cb25fb4cb0abe1fe73baf5d4df.jpg,13,Яблоки зелёные,3,Кабачки,0.9745,False
train/train\Бананы\809\f198e862c1774ac1bbe9a9a2034269dd.jpg,1,Бананы,13,Яблоки зелёные,0.9735,False
train/train\Морковь\2138999\0729a20854dd4e1496a63586197432c6.jpg,10,Морковь,5,Картофель,0.9713,False
train/train\Томаты\202\17d4cf88d04a4749be054ad3ab5a9da7.jpg,12,Томаты,9,Мандарины,0.9676,False
train/train\Киви\78647\0f26902374a544b9896304cccd076b1d.jpg,6,Киви,5,Картофель,0.964,False
train/train\Киви\78647\bd83ae7da2f046bea3035525b09d0c04.jpg,6,Киви,5,Картофель,0.9621,False
train/train\Яблоки зелёные\48188\8ae48dc39a3b42e7bba670b6987dd4f0.jpg,13,Яблоки зелёные,7,Лимон,0.9609,False
train/train\Картофель\127\edd855e74d9d48d3a12dd204273a3a52.jpg,5,Картофель,6,Киви,0.9578,False
train/train\Яблоки красные\807\9a4f7a5a7d6541dd870cff861fa9329a.jpg,14,Яблоки красные,9,Мандарины,0.9577,False
train/train\Томаты\202\a6c679c573144747903c50e529a041c7.jpg,12,Томаты,14,Яблоки красные,0.949,False
train/train\Морковь\2138999\b965c7a84f5c42f69b0a860e5a8bf27a.jpg,10,Морковь,8,Лук,0.9461,False
train/train\Яблоки зелёные\4125676\2c88037c110548c2be2b652a8d970a54.jpg,13,Яблоки зелёные,14,Яблоки красные,0.9449,False
train/train\Яблоки зелёные\48188\83fcefd6e3f44d38965dd0fb1a64fc82.jpg,13,Яблоки зелёные,7,Лимон,0.9351,False
train/train\Апельсин\60619\dbb68431ece0402da1a0a368ec2f2c7d.jpg,0,Апельсин,9,Мандарины,0.9334,False
train/train\Апельсин\60619\40d913bd1b5642d88225ed480d3c9d29.jpg,0,Апельсин,9,Мандарины,0.9334,False
train/train\Мандарины\47642\9290e4757b7d4d929bcc80fdd62496b1.jpg,9,Мандарины,0,Апельсин,0.9301,False
train/train\Лук\197\aa2f27baba3a4ac48598de25ee72f3b4.jpg,8,Лук,5,Картофель,0.9258,False
train/train\Лимон\3294954\5ede202982834645903ebc54eb0afa34.jpg,7,Лимон,3,Кабачки,0.9255,False
train/train\Яблоки красные\807\32776374f39c4cf98b63f041e3d2e972.jpg,14,Яблоки красные,13,Яблоки зелёные,0.9224,False
train/train\Яблоки красные\807\bba831a5a3a54c7bb1e54ecfeb75636d.jpg,14,Яблоки красные,12,Томаты,0.9193,False
train/train\Морковь\2138999\a721e39a6c3f4d0f9054458576491e3d.jpg,10,Морковь,5,Картофель,0.9163,False
train/train\Апельсин\60526\969011e7d43e4afb8bb764fc3003b428.jpg,0,Апельсин,9,Мандарины,0.9142,False
train/train\Яблоки красные\4271772\7bea3a070f4b45de813e4d276d1b2e69.jpg,14,Яблоки красные,12,Томаты,0.9141,False
train/train\Лимон\3294954\b1857ba9eb7b4256a812946797765678.jpg,7,Лимон,2,Груши,0.9082,False
train/train\Лук\18387\c77e8bd9c2314d4d875b62a41f934788.jpg,8,Лук,14,Яблоки красные,0.9063,False
train/train\Морковь\2138999\748628348c44475993da6633f9b45f97.jpg,10,Морковь,8,Лук,0.902,False
train/train\Томаты\4221768\deee86d5bcb145de8a84e2c982e6dafc.jpg,12,Томаты,9,Мандарины,0.8655,False
train/train\Лук\18387\13a239248b744749914bbde1a2d01e6e.jpg,8,Лук,14,Яблоки красные,0.8654,False
train/train\Мандарины\47642\cfb6c006e38a40d2a4ffa3b28899a996.jpg,9,Мандарины,14,Яблоки красные,0.8644,False
train/train\Яблоки красные\807\27c3d30a56704f72997c1334a7a8d8e5.jpg,14,Яблоки красные,8,Лук,0.8627,False
train/train\Капуста\48655\8ad9173b5a744b8980ed901fc106d06d.jpg,4,Капуста,11,Огурцы,0.8594,False
train/train\Лук\197\a6ea1df0e6bd4fed8c9774ed5b3480cb.jpg,8,Лук,5,Картофель,0.8581,False
train/train\Картофель\3953590\f2ecd74b42ae42a8809cc26efbfd3782.jpg,5,Картофель,10,Морковь,0.8565,False
train/train\Лук\197\38b55f8fcd3347499d3d24a988076229.jpg,8,Лук,2,Груши,0.8503,False
train/train\Яблоки зелёные\48188\527163cbd9fc42089dd1b3ff2374ad69.jpg,13,Яблоки зелёные,8,Лук,0.8444,False
train/train\Томаты\4221768\5fc0bf565602442a9c24c4926b92427c.jpg,12,Томаты,14,Яблоки красные,0.8344,False
train/train\Морковь\2138999\15de3f7c7546446db9630f9bf995b1c3.jpg,10,Морковь,12,Томаты,0.8203,False
train/train\Бананы\809\ff856f3e8f1e49a8a28a6198f0f5cf3a.jpg,1,Бананы,3,Кабачки,0.7886,False
train/train\Груши\50911\dcfdd607405048379cc82fe523a163bd.jpg,2,Груши,5,Картофель,0.7884,False
train/train\Яблоки красные\807\1f79f49d9ff540a8804cd1a5559c13c5.jpg,14,Яблоки красные,2,Груши,0.7668,False
train/train\Киви\78647\200932c88c43456aa02b6d4ab620ebbe.jpg,6,Киви,5,Картофель,0.7556,False
train/train\Капуста\48655\feec14687e104381acab4bfab76040d0.jpg,4,Капуста,11,Огурцы,0.6961,False
train/train\Лимон\3294954\97f201425bd546678c94990f241d98df.jpg,7,Лимон,0,Апельсин,0.6905,False
train/train\Яблоки красные\807\4bafde101d34443c9d84664b4b0bf839.jpg,14,Яблоки красные,9,Мандарины,0.6884,False
train/train\Лук\197\a882f1cec4e04c57ad2f31b7d96b9f33.jpg,8,Лук,2,Груши,0.6835,False
train/train\Груши\50911\040bac15be4047f699e1fb0a5f9731a5.jpg,2,Груши,8,Лук,0.6505,False
train/train\Бананы\809\8ff9495f6cb247509a2553248d3eba79.jpg,1,Бананы,14,Яблоки красные,0.6367,False
train/train\Морковь\2138999\3ef3abca76a745e491482d414856b34e.jpg,10,Морковь,5,Картофель,0.6297,False
train/train\Яблоки красные\807\4b15d91471bc4ccba6fd41f9640a5649.jpg,14,Яблоки красные,12,Томаты,0.6254,False
train/train\Яблоки красные\4271772\4ff5c2ffdb6144e3be29bd8cd3d06353.jpg,14,Яблоки красные,8,Лук,0.6169,False
train/train\Морковь\2138999\9997c75618f24c6ea07dc12de920eb96.jpg,10,Морковь,8,Лук,0.6139,False
train/train\Томаты\4221768\3306d8c233a84f6eb497e6923bf6cbbf.jpg,12,Томаты,10,Морковь,0.6132,False
train/train\Лимон\3294954\d15dacd1fac44830b202a37ba4c9c81c.jpg,7,Лимон,3,Кабачки,0.605,False
train/train\Картофель\3953590\934fe79e284a41c0acb5c79cd6e67402.jpg,5,Картофель,6,Киви,0.5897,False
train/train\Киви\78647\4387f66bb9254014b8ad40ec12de60be.jpg,6,Киви,8,Лук,0.5851,False
train/train\Капуста\198\09155ed87a99422390c8bf28b294db9d.jpg,4,Капуста,1,Бананы,0.5801,False
train/train\Груши\50911\3e2f41336f8a4bf3bdccbcc1d61df421.jpg,2,Груши,5,Картофель,0.5783,False
train/train\Картофель\127\534b1b90ce8c4bbeba404d729ddf51fa.jpg,5,Картофель,2,Груши,0.5508,False
train/train\Яблоки красные\807\bbfd9c117cc546d9bd33c8b64421df72.jpg,14,Яблоки красные,9,Мандарины,0.5431,False
train/train\Апельсин\60619\cd12270ee9c64e7a9a3adf5680be0802.jpg,0,Апельсин,9,Мандарины,0.5422,False
train/train\Лимон\3294954\11b0f65bc02a412c8cd3f6cd255443cd.jpg,7,Лимон,0,Апельсин,0.5401,False
train/train\Картофель\3953590\95aaaa8151604f099a6eee63c6a44581.jpg,5,Картофель,6,Киви,0.5191,False
train/train\Апельсин\60526\dd48e97362f0490284a5f787a64e1f32.jpg,0,Апельсин,9,Мандарины,0.5123,False
train/train\Яблоки красные\807\b5d99f4821fc414c95da35bed9669758.jpg,14,Яблоки красные,0,Апельсин,0.5,False
train/train\Яблоки красные\4271772\860017f73ec54226b39d00c270b3b39c.jpg,14,Яблоки красные,12,Томаты,0.4977,False
train/train\Киви\78647\821b8d2b8fdd40dc9722cb5f5d2abecc.jpg,6,Киви,5,Картофель,0.4958,False
train/train\Яблоки зелёные\5793\3f1eb072bfb94c90a5939ba25424a6ab.jpg,13,Яблоки зелёные,11,Огурцы,0.4911,False
train/train\Апельсин\60526\15b8fa75891d41fc927f081ece4c02a8.jpg,0,Апельсин,9,Мандарины,0.4817,False
train/train\Лук\197\b5446985911c4bd6ae82b09b502471eb.jpg,8,Лук,2,Груши,0.4811,False
train/train\Груши\57165\4fb9b1a320524f078f0fe059fe62b71e.jpg,2,Груши,4,Капуста,0.4739,False
train/train\Лук\197\84b02895a49946b18bb13cb06edd2bc1.jpg,8,Лук,5,Картофель,0.4481,False
train/train\Апельсин\60526\96b598f9830e48f49da6a9f04105902b.jpg,0,Апельсин,9,Мандарины,0.4462,False
train/train\Киви\78647\78b645cb43dd4db8b82bf575b215f712.jpg,6,Киви,8,Лук,0.4417,False
train/train\Картофель\3953590\49efeaedbc1148f3807b2f7696dd4298.jpg,5,Картофель,10,Морковь,0.3553,False
train/train\Лук\197\d45110951b2f4ad6b6129ef77e5e62e8.jpg,8,Лук,10,Морковь,0.3414,False
train/train\Яблоки красные\807\e556135b71a0493ab426f8603e27a7f7.jpg,14,Яблоки красные,8,Лук,0.3292,False
train/train\Морковь\2138999\61f07aa1ca784d93bf4c432b5fe4883f.jpg,10,Морковь,6,Киви,0.3157,False
train/train\Морковь\2138999\4d53f4614baf422f91f9a0cec73f8b4f.jpg,10,Морковь,8,Лук,0.2395,False
