filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Морковь\2138999\405c1f6d26f84c659dce722e5a08b791.jpg,10,Морковь,11,Огурцы,0.9913,False
train/train\Морковь\2138999\63c05cbef99b4964b6575f739594a2bf.jpg,10,Морковь,5,Картофель,0.9846,False
train/train\Киви\78647\2b200306f98a481c85caaf4927771fb9.jpg,6,Киви,5,Картофель,0.984,False
train/train\Лук\18387\3bcc1af27f4b49aca9ffda9c6ee38b51.jpg,8,Лук,14,Яблоки красные,0.973,False
train/train\Морковь\2138999\cb74960d3c8c40a9bb82f5092bb79b73.jpg,10,Морковь,5,Картофель,0.9705,False
train/train\Яблоки красные\4271772\fa45e9fb69bd41cfa56533803d7e5b9c.jpg,14,Яблоки красные,12,Томаты,0.9638,False
train/train\Яблоки красные\807\0cda80ca54d04c4f8eb4abb8598bd8d5.jpg,14,Яблоки красные,9,Мандарины,0.9605,False
train/train\Яблоки красные\48637\ce3e123737c64f7e9d510fc299cbcdaa.jpg,14,Яблоки красные,12,Томаты,0.9546,False
train/train\Киви\78647\8b457dc911d64472ac6aa4b3ca34599a.jpg,6,Киви,5,Картофель,0.9509,False
train/train\Яблоки красные\807\5eaa31487b8a4e18bc93db70be2060af.jpg,14,Яблоки красные,5,Картофель,0.9474,False
train/train\Яблоки красные\807\0d452241c5ce4a59afcb17b8ec3084d4.jpg,14,Яблоки красные,12,Томаты,0.9455,False
train/train\Яблоки красные\807\8aac3aeba3bd4f29a488573b2c95175b.jpg,14,Яблоки красные,13,Яблоки зелёные,0.9436,False
train/train\Яблоки зелёные\5793\efeb5e25b063418dbfe6d24fd93faafe.jpg,13,Яблоки зелёные,3,Кабачки,0.9356,False
train/train\Яблоки красные\807\ebd8bda757d147bc929da0b8cbbf865e.jpg,14,Яблоки красные,12,Томаты,0.9347,False
train/train\Яблоки красные\4271772\35ea0667a3f34a72a4e2f99ff7442493.jpg,14,Яблоки красные,10,Морковь,0.9341,False
train/train\Бананы\809\8ee81c817e8a414db9e4cb91bfa11c14.jpg,1,Бананы,4,Капуста,0.9183,False
train/train\Яблоки красные\807\663dfd5b192e4e7bbed38c5be809fbe0.jpg,14,Яблоки красные,12,Томаты,0.9125,False
train/train\Киви\78647\14ba5419da12444c8dda5d14858e75b6.jpg,6,Киви,5,Картофель,0.9119,False
train/train\Яблоки красные\807\4a868192d85a47ee9091f9a595886777.jpg,14,Яблоки красные,12,Томаты,0.8799,False
train/train\Лук\197\0a3bb5bb91504e3f8eddbdcce957b57b.jpg,8,Лук,2,Груши,0.8679,False
train/train\Апельсин\60526\887be85dd7024b2fa2ed2f9adb3e7052.jpg,0,Апельсин,14,Яблоки красные,0.8591,False
train/train\Яблоки зелёные\48188\3924066a255a43fa9779b3603b96646a.jpg,13,Яблоки зелёные,7,Лимон,0.8498,False
train/train\Лук\18387\4c649e7806fd4156b09e49c78990420b.jpg,8,Лук,14,Яблоки красные,0.8456,False
train/train\Мандарины\47642\e954094ed2a44a1da64511b08878746d.jpg,9,Мандарины,0,Апельсин,0.8407,False
train/train\Лук\197\20b85e534292487a9faf28f9baa4d5fe.jpg,8,Лук,2,Груши,0.8384,False
train/train\Груши\50911\3bba6055ee3445cd86330325b207a49b.jpg,2,Груши,13,Яблоки зелёные,0.8311,False
train/train\Яблоки красные\4271772\1fb2302a8ed84753b58490a55f67cf4e.jpg,14,Яблоки красные,12,Томаты,0.8168,False
train/train\Апельсин\60526\33a6294b62254ff4bc3f748da9023281.jpg,0,Апельсин,9,Мандарины,0.7939,False
train/train\Лук\197\142b74d627e94ef4a292dd6dbcac3d88.jpg,8,Лук,5,Картофель,0.793,False
train/train\Яблоки красные\807\91d8a333dcac4632956ce8595a17846f.jpg,14,Яблоки красные,8,Лук,0.7829,False
train/train\Яблоки красные\807\13253e8b569d4034a166b8e880f5c052.jpg,14,Яблоки красные,13,Яблоки зелёные,0.7608,False
train/train\Томаты\4221768\8aaa37b85db54d1cb8fac977c57085b5.jpg,12,Томаты,9,Мандарины,0.7584,False
train/train\Лук\197\6d6aa89eda544005a8a418d64146984f.jpg,8,Лук,5,Картофель,0.757,False
train/train\Яблоки зелёные\5793\0683341ac4cd49e58a6103d2c7bd66d8.jpg,13,Яблоки зелёные,3,Кабачки,0.7537,False
