filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Лук\197\142b74d627e94ef4a292dd6dbcac3d88.jpg,8,Лук,5,Картофель,0.9966,False
train/train\Морковь\2138999\63c05cbef99b4964b6575f739594a2bf.jpg,10,Морковь,5,Картофель,0.9956,False
train/train\Морковь\2138999\405c1f6d26f84c659dce722e5a08b791.jpg,10,Морковь,11,Огурцы,0.9951,False
train/train\Лук\197\6d6aa89eda544005a8a418d64146984f.jpg,8,Лук,5,Картофель,0.9949,False
train/train\Киви\78647\14ba5419da12444c8dda5d14858e75b6.jpg,6,Киви,5,Картофель,0.9937,False
train/train\Яблоки красные\807\0d452241c5ce4a59afcb17b8ec3084d4.jpg,14,Яблоки красные,12,Томаты,0.9927,False
train/train\Лук\18387\3bcc1af27f4b49aca9ffda9c6ee38b51.jpg,8,Лук,14,Яблоки красные,0.9913,False
train/train\Мандарины\47642\a99335c781f448d9adc9f8294f3f7a26.jpg,9,Мандарины,0,Апельсин,0.9886,False
train/train\Яблоки зелёные\48188\45b00abd472d4d0aaea6860d0d919801.jpg,13,Яблоки зелёные,1,Бананы,0.9881,False
train/train\Яблоки красные\48637\ce3e123737c64f7e9d510fc299cbcdaa.jpg,14,Яблоки красные,12,Томаты,0.9874,False
train/train\Морковь\2138999\cb74960d3c8c40a9bb82f5092bb79b73.jpg,10,Морковь,5,Картофель,0.987,False
train/train\Картофель\3953590\d1654b421c6f4499a3bd78a5c967c1b7.jpg,5,Картофель,6,Киви,0.9867,False
train/train\Лук\197\20b85e534292487a9faf28f9baa4d5fe.jpg,8,Лук,2,Груши,0.9855,False
train/train\Кабачки\3965\2b55b0b8e098443680359578e769a329.jpg,3,Кабачки,13,Яблоки зелёные,0.9808,False
train/train\Бананы\809\8ee81c817e8a414db9e4cb91bfa11c14.jpg,1,Бананы,4,Капуста,0.9784,False
train/train\Яблоки красные\807\4a868192d85a47ee9091f9a595886777.jpg,14,Яблоки красные,12,Томаты,0.9782,False
train/train\Яблоки красные\807\ebd8bda757d147bc929da0b8cbbf865e.jpg,14,Яблоки красные,12,Томаты,0.9779,False
train/train\Яблоки красные\807\5eaa31487b8a4e18bc93db70be2060af.jpg,14,Яблоки красные,5,Картофель,0.974,False
train/train\Киви\78647\acc9d5cdd8744452a0f7379a212d19c2.jpg,6,Киви,5,Картофель,0.9687,False
