filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Апельсин\60526\ea481855cf5f48e4877ebc47d968bac8.jpg,0,Апельсин,9,Мандарины,0.9909,False
train/train\Мандарины\34592\549385dfc61c419e8a09fdfc2e701248.jpg,9,Мандарины,0,Апельсин,0.9792,False
train/train\Мандарины\34592\702b42c75dc8456ea8232bfe3cdd7506.jpg,9,Мандарины,12,Томаты,0.979,False
train/train\Картофель\3953590\4bf54b63f52745289e07f3abbdd60b39.jpg,5,Картофель,6,Киви,0.9713,False
train/train\Капуста\48655\90473ee2ac704084b3fedf85e828f8a4.jpg,4,Капуста,11,Огурцы,0.9711,False
train/train\Лук\197\6241e259476b4c01bbcb4d9d27849ec9.jpg,8,Лук,5,Картофель,0.969,False
train/train\Морковь\2138999\49ac17d48cc547098f7fd1a4dd2efc4a.jpg,10,Морковь,5,Картофель,0.9614,False
train/train\Картофель\3953590\69a15aa93c4b4e37ba3c08c35fc640a5.jpg,5,Картофель,8,Лук,0.9477,False
train/train\Морковь\2138999\42735167570b4e939c89a5e03df3c5d4.jpg,10,Морковь,5,Картофель,0.9405,False
train/train\Киви\78647\d1a539fe90b44e20af61567c2252f3b4.jpg,6,Киви,5,Картофель,0.9392,False
train/train\Томаты\202\63f2ad57b4974f5ba771803e1075d375.jpg,12,Томаты,9,Мандарины,0.9372,False
train/train\Яблоки красные\807\caefa5ee64624e628f59a92608562e24.jpg,14,Яблоки красные,13,Яблоки зелёные,0.9318,False
train/train\Лук\197\de731c0a5e12429f9e45beadf562b2a9.jpg,8,Лук,14,Яблоки красные,0.9065,False
train/train\Киви\78647\67f1d1b5ccdd418d87b14ed90e7ccbf6.jpg,6,Киви,10,Морковь,0.9013,False
train/train\Лимон\3294954\89b8c526b0c0455da525285a310726bc.jpg,7,Лимон,0,Апельсин,0.8799,False
train/train\Морковь\2138999\dd8fb03add774ecca66fe249b502c5e7.jpg,10,Морковь,6,Киви,0.8757,False
train/train\Яблоки красные\807\a8e2e6095d5f4009845ff5f2dbef51d4.jpg,14,Яблоки красные,8,Лук,0.8745,False
train/train\Яблоки красные\807\29e77da2e1ad490da697d6a504c13ae4.jpg,14,Яблоки красные,12,Томаты,0.8703,False
train/train\Морковь\2138999\e9e4b223fb2e4b8a8e0a55aaa11f8247.jpg,10,Морковь,5,Картофель,0.8407,False
train/train\Картофель\127\0f1d789112b24c5ca9e7af0996d81d1d.jpg,5,Картофель,8,Лук,0.8399,False
train/train\Огурцы\4314547\1ee9bae0e9604050947e07ed7b03d913.jpg,11,Огурцы,5,Картофель,0.8303,False
train/train\Мандарины\47642\550c2556dc994feba07612a867f24d70.jpg,9,Мандарины,0,Апельсин,0.8145,False
train/train\Капуста\48655\f024a506c6d84b6c9a766a3d82f42956.jpg,4,Капуста,11,Огурцы,0.7995,False
train/train\Лук\197\2ba86781b2094d6d85cbeaac6e9faf6e.jpg,8,Лук,2,Груши,0.7924,False
train/train\Яблоки красные\807\7f2ce0331cdd4d6db90e355f5446ef62.jpg,14,Яблоки красные,13,Яблоки зелёные,0.7907,False
train/train\Груши\50911\d430b571cbaa40b2bc5b802754344631.jpg,2,Груши,6,Киви,0.7877,False
train/train\Кабачки\3965\6bfb06f7cc79467e9ca15651364765d2.jpg,3,Кабачки,13,Яблоки зелёные,0.7781,False
train/train\Огурцы\4314547\0cd3c805855a42c78241b5396a297761.jpg,11,Огурцы,5,Картофель,0.7657,False
train/train\Морковь\2138999\ed782464ba0f41c394921c7020b4e7fa.jpg,10,Морковь,5,Картофель,0.757,False
train/train\Морковь\2138999\59f0bcda040441b1aa4a6df259a89056.jpg,10,Морковь,5,Картофель,0.7389,False
train/train\Мандарины\47642\b4de551eb72b4096805a1e641d3412e2.jpg,9,Мандарины,0,Апельсин,0.7375,False
train/train\Картофель\3953590\b78607d2b411433397481411882726af.jpg,5,Картофель,6,Киви,0.7299,False
train/train\Апельсин\4333204\e8c2ed0e455b410b9eae10fae27657d1.jpg,0,Апельсин,9,Мандарины,0.6798,False
train/train\Томаты\4221768\7bf115af344a487d9b9eb662567c4f9a.jpg,12,Томаты,14,Яблоки красные,0.6678,False
train/train\Яблоки красные\807\aa065717215a47bdbf21db2db87fc38d.jpg,14,Яблоки красные,8,Лук,0.6623,False
train/train\Мандарины\47642\de525742a10d43099e4c310a8f38b37c.jpg,9,Мандарины,0,Апельсин,0.636,False
train/train\Лук\197\b6499e5cd8e543ccbe9bb9dfa99735c8.jpg,8,Лук,14,Яблоки красные,0.6043,False
train/train\Картофель\3953590\c94a029c10e74d159f423c095b55a437.jpg,5,Картофель,6,Киви,0.5967,False
train/train\Томаты\4221768\3cc9f1685d614e46bd7c6c3b7d4216e4.jpg,12,Томаты,5,Картофель,0.5757,False
train/train\Лук\197\a310ce9bb0034a3c9612f9bf740568e9.jpg,8,Лук,10,Морковь,0.5746,False
train/train\Груши\50911\65561726e95441dd99aa1fc44132a599.jpg,2,Груши,6,Киви,0.5671,False
train/train\Груши\50911\1464f3770db54aca872e5009ea945e21.jpg,2,Груши,11,Огурцы,0.5631,False
train/train\Лимон\3294954\86c9f3c4db42482485b47db9e5fd2df7.jpg,7,Лимон,13,Яблоки зелёные,0.5451,False
train/train\Лимон\3294954\01fb3cfa2866428d9ad80c82d26d1ebe.jpg,7,Лимон,13,Яблоки зелёные,0.5441,False
train/train\Мандарины\47642\450f365ab8944144967e2a8783ce8315.jpg,9,Мандарины,0,Апельсин,0.5424,False
train/train\Лук\197\dafcc22134ee4a90a7bdc56c5ae92b8c.jpg,8,Лук,5,Картофель,0.5393,False
