filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Морковь\2138999\63c05cbef99b4964b6575f739594a2bf.jpg,10,Морковь,5,Картофель,0.9886,False
train/train\Мандарины\47642\a99335c781f448d9adc9f8294f3f7a26.jpg,9,Мандарины,0,Апельсин,0.9795,False
train/train\Яблоки красные\807\0d452241c5ce4a59afcb17b8ec3084d4.jpg,14,Яблоки красные,12,Томаты,0.9765,False
train/train\Лук\18387\3bcc1af27f4b49aca9ffda9c6ee38b51.jpg,8,Лук,14,Яблоки красные,0.9752,False
train/train\Лук\197\6d6aa89eda544005a8a418d64146984f.jpg,8,Лук,5,Картофель,0.9748,False
train/train\Яблоки зелёные\48188\45b00abd472d4d0aaea6860d0d919801.jpg,13,Яблоки зелёные,1,Бананы,0.9746,False
train/train\Лук\197\142b74d627e94ef4a292dd6dbcac3d88.jpg,8,Лук,5,Картофель,0.9741,False
train/train\Яблоки красные\48637\ce3e123737c64f7e9d510fc299cbcdaa.jpg,14,Яблоки красные,12,Томаты,0.9728,False
train/train\Морковь\2138999\405c1f6d26f84c659dce722e5a08b791.jpg,10,Морковь,11,Огурцы,0.9725,False
train/train\Бананы\809\8ee81c817e8a414db9e4cb91bfa11c14.jpg,1,Бананы,4,Капуста,0.9722,False
train/train\Яблоки красные\807\91d8a333dcac4632956ce8595a17846f.jpg,14,Яблоки красные,8,Лук,0.9711,False
train/train\Мандарины\47642\e954094ed2a44a1da64511b08878746d.jpg,9,Мандарины,0,Апельсин,0.971,False
train/train\Апельсин\60526\4074cb112a58416eb43502f013e7c4cb.jpg,0,Апельсин,8,Лук,0.9709,False
train/train\Яблоки красные\807\4a868192d85a47ee9091f9a595886777.jpg,14,Яблоки красные,12,Томаты,0.9676,False
train/train\Морковь\2138999\cb74960d3c8c40a9bb82f5092bb79b73.jpg,10,Морковь,5,Картофель,0.9674,False
train/train\Картофель\3953590\d1654b421c6f4499a3bd78a5c967c1b7.jpg,5,Картофель,6,Киви,0.9603,False
train/train\Яблоки красные\807\663dfd5b192e4e7bbed38c5be809fbe0.jpg,14,Яблоки красные,12,Томаты,0.9581,False
train/train\Капуста\48687\e2db8800d9cc45b186830b9985742873.jpg,4,Капуста,11,Огурцы,0.9569,False
train/train\Яблоки красные\807\8aac3aeba3bd4f29a488573b2c95175b.jpg,14,Яблоки красные,13,Яблоки зелёные,0.9558,False
train/train\Мандарины\34592\a8714fedb9984fb8af128dd433a3b9a5.jpg,9,Мандарины,0,Апельсин,0.9498,False
train/train\Картофель\3953590\a6176ed8b19844e0a51f597753b3b48a.jpg,5,Картофель,6,Киви,0.9428,False
train/train\Яблоки зелёные\48188\3924066a255a43fa9779b3603b96646a.jpg,13,Яблоки зелёные,7,Лимон,0.9369,False
train/train\Киви\78647\2b200306f98a481c85caaf4927771fb9.jpg,6,Киви,5,Картофель,0.9319,False
train/train\Лук\197\20b85e534292487a9faf28f9baa4d5fe.jpg,8,Лук,6,Киви,0.9299,False
train/train\Яблоки зелёные\5793\9dbfb581c9ac47b288218d3a5ce298fc.jpg,13,Яблоки зелёные,3,Кабачки,0.9244,False
train/train\Киви\78647\14ba5419da12444c8dda5d14858e75b6.jpg,6,Киви,5,Картофель,0.8966,False
train/train\Мандарины\47642\f2d46a0e39a84c4eb8640493e02d9fc0.jpg,9,Мандарины,0,Апельсин,0.8957,False
train/train\Яблоки красные\807\5eaa31487b8a4e18bc93db70be2060af.jpg,14,Яблоки красные,5,Картофель,0.8696,False
train/train\Киви\78647\8b457dc911d64472ac6aa4b3ca34599a.jpg,6,Киви,5,Картофель,0.8564,False
train/train\Лимон\3294954\139b00f876584874bfb3d95ffe63a903.jpg,7,Лимон,0,Апельсин,0.8487,False
train/train\Мандарины\47642\bba2e6cf46374f97907d7e77d7398ccd.jpg,9,Мандарины,14,Яблоки красные,0.8343,False
train/train\Лук\18387\4c649e7806fd4156b09e49c78990420b.jpg,8,Лук,11,Огурцы,0.8342,False
train/train\Картофель\127\261b36e0f4744c5f8e3f014a6a283ab9.jpg,5,Картофель,6,Киви,0.8283,False
train/train\Морковь\2138999\789f73280e0048a5a3a50c12c413ae40.jpg,10,Морковь,11,Огурцы,0.826,False
train/train\Лук\197\0a3bb5bb91504e3f8eddbdcce957b57b.jpg,8,Лук,2,Груши,0.8248,False
train/train\Лук\18387\b93ca412f4244866bfffc5ade0cdd257.jpg,8,Лук,6,Киви,0.8248,False
train/train\Мандарины\47642\583c8768de7e4293ad4f9cf1472d086b.jpg,9,Мандарины,0,Апельсин,0.8064,False
train/train\Кабачки\3965\2b55b0b8e098443680359578e769a329.jpg,3,Кабачки,13,Яблоки зелёные,0.7961,False
train/train\Апельсин\60526\22c3feab95c84b84b9b9bcb279b5f358.jpg,0,Апельсин,8,Лук,0.7811,False
train/train\Картофель\3953590\11ef139e38ce4e328c07d419dd8903eb.jpg,5,Картофель,11,Огурцы,0.7676,False
train/train\Картофель\3953590\fd23d0692e014567aa0e619e9c01d49f.jpg,5,Картофель,6,Киви,0.7667,False
train/train\Груши\50911\3bba6055ee3445cd86330325b207a49b.jpg,2,Груши,13,Яблоки зелёные,0.7396,False
train/train\Киви\78647\acc9d5cdd8744452a0f7379a212d19c2.jpg,6,Киви,5,Картофель,0.7319,False
train/train\Мандарины\47642\5a5d8ee5e0484e77a1861097203da516.jpg,9,Мандарины,0,Апельсин,0.7189,False
train/train\Лук\197\eff9a582f9f54a789856bb904c587822.jpg,8,Лук,5,Картофель,0.6667,False
train/train\Лук\197\c5c835a1577343e39d967cb727904ce2.jpg,8,Лук,10,Морковь,0.6644,False
train/train\Морковь\2138999\edad684c1ea24cb0b5f256913ec6e42f.jpg,10,Морковь,6,Киви,0.6596,False
train/train\Яблоки зелёные\5793\efeb5e25b063418dbfe6d24fd93faafe.jpg,13,Яблоки зелёные,3,Кабачки,0.6587,False
train/train\Яблоки красные\807\0cda80ca54d04c4f8eb4abb8598bd8d5.jpg,14,Яблоки красные,9,Мандарины,0.6556,False
train/train\Апельсин\60526\cb62ceea03c44cae9f0ac2bc562ec8b2.jpg,0,Апельсин,7,Лимон,0.6327,False
train/train\Яблоки красные\4271772\1fb2302a8ed84753b58490a55f67cf4e.jpg,14,Яблоки красные,12,Томаты,0.5946,False
train/train\Мандарины\47642\e67163caaab94793a574e31deda46efe.jpg,9,Мандарины,10,Морковь,0.5908,False
train/train\Картофель\3953590\6eeb8859134d49d293e4a85f1b1dd150.jpg,5,Картофель,6,Киви,0.5667,False
train/train\Апельсин\60526\ca1b93af05a2437ba49d37ce4726e949.jpg,0,Апельсин,9,Мандарины,0.5567,False
train/train\Мандарины\47642\d396ab7f14c940d6a1adf4146e95326c.jpg,9,Мандарины,14,Яблоки красные,0.5211,False
train/train\Яблоки красные\807\13253e8b569d4034a166b8e880f5c052.jpg,14,Яблоки красные,2,Груши,0.4445,False
train/train\Мандарины\47642\29f859ee36e045cf968f2c0befcdb16b.jpg,9,Мандарины,14,Яблоки красные,0.4423,False
train/train\Бананы\809\f9273075288b4b429c0f5f13649a3511.jpg,1,Бананы,3,Кабачки,0.3661,False
