filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Мандарины\34592\702b42c75dc8456ea8232bfe3cdd7506.jpg,9,Мандарины,12,Томаты,0.9815,False
train/train\Картофель\3953590\8ec036bd378f4e739d5043005b160f9a.jpg,5,Картофель,6,Киви,0.9783,False
train/train\Мандарины\34592\549385dfc61c419e8a09fdfc2e701248.jpg,9,Мандарины,0,Апельсин,0.9779,False
train/train\Капуста\48655\f024a506c6d84b6c9a766a3d82f42956.jpg,4,Капуста,11,Огурцы,0.9769,False
train/train\Апельсин\60526\ea481855cf5f48e4877ebc47d968bac8.jpg,0,Апельсин,9,Мандарины,0.9711,False
train/train\Томаты\202\63f2ad57b4974f5ba771803e1075d375.jpg,12,Томаты,9,Мандарины,0.9583,False
train/train\Морковь\2138999\42735167570b4e939c89a5e03df3c5d4.jpg,10,Морковь,5,Картофель,0.9555,False
train/train\Лук\197\de731c0a5e12429f9e45beadf562b2a9.jpg,8,Лук,14,Яблоки красные,0.9527,False
train/train\Морковь\2138999\49ac17d48cc547098f7fd1a4dd2efc4a.jpg,10,Морковь,5,Картофель,0.9515,False
train/train\Груши\50911\d430b571cbaa40b2bc5b802754344631.jpg,2,Груши,6,Киви,0.9477,False
train/train\Лук\197\6241e259476b4c01bbcb4d9d27849ec9.jpg,8,Лук,5,Картофель,0.9477,False
train/train\Огурцы\4314547\1ee9bae0e9604050947e07ed7b03d913.jpg,11,Огурцы,5,Картофель,0.944,False
train/train\Лимон\3294954\89b8c526b0c0455da525285a310726bc.jpg,7,Лимон,0,Апельсин,0.9418,False
train/train\Картофель\3953590\4bf54b63f52745289e07f3abbdd60b39.jpg,5,Картофель,6,Киви,0.9345,False
train/train\Картофель\3093966\61b74c2774fa4ee19fe98718854f0dee.jpg,5,Картофель,2,Груши,0.934,False
train/train\Капуста\48655\90473ee2ac704084b3fedf85e828f8a4.jpg,4,Капуста,11,Огурцы,0.9327,False
train/train\Огурцы\4314547\0cd3c805855a42c78241b5396a297761.jpg,11,Огурцы,5,Картофель,0.9265,False
train/train\Мандарины\47642\e5ef7be47772447e8899ad0a257ff9f9.jpg,9,Мандарины,0,Апельсин,0.9244,False
train/train\Картофель\3953590\69a15aa93c4b4e37ba3c08c35fc640a5.jpg,5,Картофель,8,Лук,0.9224,False
train/train\Мандарины\47642\550c2556dc994feba07612a867f24d70.jpg,9,Мандарины,0,Апельсин,0.9189,False
train/train\Апельсин\60526\1009518bc4774528b44082ec0f3a7171.jpg,0,Апельсин,7,Лимон,0.9161,False
train/train\Лук\197\2ba86781b2094d6d85cbeaac6e9faf6e.jpg,8,Лук,2,Груши,0.9157,False
train/train\Картофель\3093966\83439f6da98b409aa185d1ffe3620932.jpg,5,Картофель,2,Груши,0.9123,False
train/train\Апельсин\60526\770602dcf55d400198dd209b8bc6ec2a.jpg,0,Апельсин,8,Лук,0.9103,False
train/train\Яблоки красные\807\caefa5ee64624e628f59a92608562e24.jpg,14,Яблоки красные,13,Яблоки зелёные,0.8983,False
train/train\Морковь\2138999\7b62b4b79eb54ad0bf90d12cd438c44f.jpg,10,Морковь,6,Киви,0.8901,False
train/train\Лук\197\9c1f021ba8dd43c2b5b7766b6698e4c2.jpg,8,Лук,6,Киви,0.8864,False
train/train\Яблоки красные\4271772\174cc1a692da4d6c9d847e51de9b58f8.jpg,14,Яблоки красные,5,Картофель,0.8821,False
train/train\Бананы\809\e5d34651d6484d5e9123cc82d03ee12d.jpg,1,Бананы,7,Лимон,0.8762,False
train/train\Киви\78647\67f1d1b5ccdd418d87b14ed90e7ccbf6.jpg,6,Киви,10,Морковь,0.8516,False
train/train\Морковь\2138999\ed782464ba0f41c394921c7020b4e7fa.jpg,10,Морковь,5,Картофель,0.8474,False
train/train\Томаты\4221768\7bf115af344a487d9b9eb662567c4f9a.jpg,12,Томаты,14,Яблоки красные,0.8427,False
train/train\Лук\197\46ebf4630aa44566a4ad9a2b665e12e6.jpg,8,Лук,2,Груши,0.8407,False
