filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Морковь\2138999\748628348c44475993da6633f9b45f97.jpg,10,Морковь,8,Лук,0.9929,False
train/train\Морковь\2138999\a39aa76a878f4b6fbce291c6b0a2514b.jpg,10,Морковь,8,Лук,0.9927,False
train/train\Томаты\202\17d4cf88d04a4749be054ad3ab5a9da7.jpg,12,Томаты,9,Мандарины,0.9924,False
train/train\Яблоки зелёные\4125676\2c88037c110548c2be2b652a8d970a54.jpg,13,Яблоки зелёные,14,Яблоки красные,0.9915,False
train/train\Морковь\2138999\0729a20854dd4e1496a63586197432c6.jpg,10,Морковь,5,Картофель,0.9891,False
train/train\Лимон\3294954\5ede202982834645903ebc54eb0afa34.jpg,7,Лимон,3,Кабачки,0.9884,False
train/train\Яблоки зелёные\5793\96c259cb25fb4cb0abe1fe73baf5d4df.jpg,13,Яблоки зелёные,3,Кабачки,0.9873,False
train/train\Морковь\2138999\b965c7a84f5c42f69b0a860e5a8bf27a.jpg,10,Морковь,8,Лук,0.9857,False
train/train\Бананы\809\f198e862c1774ac1bbe9a9a2034269dd.jpg,1,Бананы,13,Яблоки зелёные,0.9852,False
train/train\Морковь\2138999\9997c75618f24c6ea07dc12de920eb96.jpg,10,Морковь,8,Лук,0.9847,False
train/train\Мандарины\47642\cfb6c006e38a40d2a4ffa3b28899a996.jpg,9,Мандарины,14,Яблоки красные,0.9846,False
train/train\Картофель\127\edd855e74d9d48d3a12dd204273a3a52.jpg,5,Картофель,6,Киви,0.9839,False
train/train\Яблоки красные\807\32776374f39c4cf98b63f041e3d2e972.jpg,14,Яблоки красные,13,Яблоки зелёные,0.9827,False
train/train\Киви\78647\bd83ae7da2f046bea3035525b09d0c04.jpg,6,Киви,5,Картофель,0.9812,False
train/train\Яблоки зелёные\48188\83fcefd6e3f44d38965dd0fb1a64fc82.jpg,13,Яблоки зелёные,7,Лимон,0.9798,False
train/train\Апельсин\60526\969011e7d43e4afb8bb764fc3003b428.jpg,0,Апельсин,9,Мандарины,0.9732,False
train/train\Яблоки зелёные\48188\8ae48dc39a3b42e7bba670b6987dd4f0.jpg,13,Яблоки зелёные,7,Лимон,0.9729,False
train/train\Яблоки красные\807\bba831a5a3a54c7bb1e54ecfeb75636d.jpg,14,Яблоки красные,12,Томаты,0.9723,False
train/train\Яблоки красные\807\9a4f7a5a7d6541dd870cff861fa9329a.jpg,14,Яблоки красные,9,Мандарины,0.9716,False
train/train\Томаты\202\a6c679c573144747903c50e529a041c7.jpg,12,Томаты,14,Яблоки красные,0.9668,False
train/train\Мандарины\47642\9290e4757b7d4d929bcc80fdd62496b1.jpg,9,Мандарины,0,Апельсин,0.9654,False
train/train\Томаты\4221768\deee86d5bcb145de8a84e2c982e6dafc.jpg,12,Томаты,9,Мандарины,0.9651,False
train/train\Киви\78647\0f26902374a544b9896304cccd076b1d.jpg,6,Киви,5,Картофель,0.9587,False
train/train\Апельсин\60619\dbb68431ece0402da1a0a368ec2f2c7d.jpg,0,Апельсин,9,Мандарины,0.9583,False
train/train\Морковь\2138999\a721e39a6c3f4d0f9054458576491e3d.jpg,10,Морковь,5,Картофель,0.9565,False
train/train\Картофель\3953590\95aaaa8151604f099a6eee63c6a44581.jpg,5,Картофель,6,Киви,0.9525,False
train/train\Лук\197\aa2f27baba3a4ac48598de25ee72f3b4.jpg,8,Лук,5,Картофель,0.9467,False
train/train\Бананы\809\beb49b46c31e4432bf0120052ee83519.jpg,1,Бананы,13,Яблоки зелёные,0.9436,False
train/train\Мандарины\47642\4dc747895d494019b8dbddce47b3efa2.jpg,9,Мандарины,12,Томаты,0.9408,False
train/train\Картофель\3953590\f2ecd74b42ae42a8809cc26efbfd3782.jpg,5,Картофель,10,Морковь,0.9383,False
train/train\Яблоки красные\807\9f286f4313724c1fa4987f2d2c14e567.jpg,14,Яблоки красные,8,Лук,0.9362,False
train/train\Мандарины\53235\1837b2e074e94389abc612998220beed.jpg,9,Мандарины,0,Апельсин,0.9346,False
train/train\Капуста\198\ef9af0d35f3a41929957baa150a82f14.jpg,4,Капуста,2,Груши,0.9057,False
train/train\Томаты\202\d5b3490f31a748059de022f606a89a5f.jpg,12,Томаты,14,Яблоки красные,0.8747,False
train/train\Картофель\127\534b1b90ce8c4bbeba404d729ddf51fa.jpg,5,Картофель,2,Груши,0.8531,False
train/train\Груши\50911\d0ca6980f92f492caa5c3429efd3161d.jpg,2,Груши,13,Яблоки зелёные,0.8304,False
train/train\Яблоки красные\4271772\860017f73ec54226b39d00c270b3b39c.jpg,14,Яблоки красные,12,Томаты,0.812,False
train/train\Лук\18387\c77e8bd9c2314d4d875b62a41f934788.jpg,8,Лук,14,Яблоки красные,0.7942,False
train/train\Груши\50911\dcfdd607405048379cc82fe523a163bd.jpg,2,Груши,5,Картофель,0.7825,False
train/train\Лук\197\d45110951b2f4ad6b6129ef77e5e62e8.jpg,8,Лук,10,Морковь,0.7709,False
train/train\Картофель\3953590\49efeaedbc1148f3807b2f7696dd4298.jpg,5,Картофель,10,Морковь,0.7656,False
train/train\Картофель\3953590\5cb1eadbe4274648b140a2e6270dbc8a.jpg,5,Картофель,6,Киви,0.7456,False
train/train\Яблоки красные\4271772\7bea3a070f4b45de813e4d276d1b2e69.jpg,14,Яблоки красные,12,Томаты,0.7302,False
train/train\Лук\197\a0aab7339a8e41ef9f955a6b22316796.jpg,8,Лук,14,Яблоки красные,0.7112,False
train/train\Лук\197\84b02895a49946b18bb13cb06edd2bc1.jpg,8,Лук,5,Картофель,0.6923,False
train/train\Груши\50911\0e0fd7819d814339a8edc4dad84866c6.jpg,2,Груши,13,Яблоки зелёные,0.685,False
train/train\Груши\50911\5cd35608486543ba8307e3ee092eba9b.jpg,2,Груши,14,Яблоки красные,0.6724,False
train/train\Яблоки красные\807\bbfd9c117cc546d9bd33c8b64421df72.jpg,14,Яблоки красные,9,Мандарины,0.6695,False
train/train\Мандарины\47642\282aed6edeeb4678a0c30d8afbfb514f.jpg,9,Мандарины,0,Апельсин,0.6634,False
train/train\Киви\78647\78b645cb43dd4db8b82bf575b215f712.jpg,6,Киви,10,Морковь,0.655,False
train/train\Яблоки зелёные\48188\527163cbd9fc42089dd1b3ff2374ad69.jpg,13,Яблоки зелёные,8,Лук,0.6454,False
train/train\Морковь\2138999\3ef3abca76a745e491482d414856b34e.jpg,10,Морковь,8,Лук,0.6333,False
train/train\Яблоки красные\4271772\29d563bbd5734be1ba249113ee4ddd24.jpg,14,Яблоки красные,8,Лук,0.6311,False
train/train\Лук\197\4fd8c0a2a2c74b8e8b8eca31edd6fbb9.jpg,8,Лук,5,Картофель,0.6032,False
train/train\Апельсин\60619\40d913bd1b5642d88225ed480d3c9d29.jpg,0,Апельсин,9,Мандарины,0.5942,False
train/train\Яблоки красные\807\27c3d30a56704f72997c1334a7a8d8e5.jpg,14,Яблоки красные,6,Киви,0.5872,False
train/train\Лук\197\d81f786f8a314234acc255b8dda10c33.jpg,8,Лук,2,Груши,0.5866,False
train/train\Лук\197\a6ea1df0e6bd4fed8c9774ed5b3480cb.jpg,8,Лук,5,Картофель,0.5734,False
train/train\Бананы\809\6257cc6137b84fcba91449ba458fcb8b.jpg,1,Бананы,4,Капуста,0.5589,False
train/train\Картофель\3953590\934fe79e284a41c0acb5c79cd6e67402.jpg,5,Картофель,6,Киви,0.5497,False
train/train\Яблоки красные\4271772\f9d15759931e4abbac3532ad47adfc57.jpg,14,Яблоки красные,12,Томаты,0.5356,False
train/train\Апельсин\60619\187ae82631774170bcc57f45ea4239a9.jpg,0,Апельсин,9,Мандарины,0.5327,False
train/train\Лимон\3294954\d15dacd1fac44830b202a37ba4c9c81c.jpg,7,Лимон,13,Яблоки зелёные,0.5051,False
train/train\Томаты\202\f060b921e04241918eb7d0ab35ee8b9e.jpg,12,Томаты,14,Яблоки красные,0.499,False
train/train\Картофель\3953590\80f80e417059466597623e117fbf1e06.jpg,5,Картофель,2,Груши,0.4818,False
train/train\Морковь\2138999\4d53f4614baf422f91f9a0cec73f8b4f.jpg,10,Морковь,8,Лук,0.4785,False
train/train\Картофель\3953590\ec7fe6523f54416c8562cc949a6927f8.jpg,5,Картофель,7,Лимон,0.4229,False
train/train\Капуста\198\09155ed87a99422390c8bf28b294db9d.jpg,4,Капуста,2,Груши,0.3186,False
